PIckUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 12:00:00+00,-1.475638,53.430699,73,2,5,3,2,46,2,1,2,1
2020-04-29 13:00:00+00,-1.4802,53.376418,29,2,5,3,2,46,2,1,1,1
2020-04-29 13:00:00+00,-1.47952,53.477268,37,2,1,3,2,46,2,2,2,1
2020-04-29 16:00:00+00,-1.480868,53.420008,53,2,2,3,1,46,2,1,2,1
2020-04-29 01:00:00+00,-1.468976,53.391048,23,2,2,1,1,47,2,1,2,1
2020-04-29 01:00:00+00,-1.452558,53.384226,41,2,2,1,1,47,2,1,2,2
2020-04-29 01:00:00+00,-1.492141,53.36937,54,2,3,1,1,47,2,1,2,1
2020-04-29 02:00:00+00,-1.479631,53.517088,16,2,2,1,1,47,2,1,2,1
2020-04-29 02:00:00+00,-1.480871,53.442498,65,2,2,1,2,47,2,1,2,2
2020-04-29 02:00:00+00,-1.452178,53.382054,32,2,1,1,1,47,2,1,1,1
2020-04-29 03:00:00+00,-1.474034,53.379524,80,2,3,1,1,47,2,1,2,1
2020-04-29 03:00:00+00,-1.452607,53.379263,18,2,5,1,2,47,2,1,2,2
2020-04-29 03:00:00+00,-1.493221,53.390055,22,2,1,1,1,47,2,1,2,2
2020-04-29 03:00:00+00,-1.478639,53.384244,73,2,1,1,1,47,2,1,2,1
2020-04-29 05:00:00+00,-1.44675,53.368737,63,2,2,1,2,47,2,2,2,1
2020-04-29 06:00:00+00,-1.479074,53.428498,60,2,4,1,1,47,2,1,2,2
2020-04-29 06:00:00+00,-1.48113,53.392319,38,2,3,1,2,47,2,1,1,1
2020-04-29 06:00:00+00,-1.514454,53.385534,80,2,2,1,1,47,2,1,1,1
2020-04-29 07:00:00+00,-1.458682,53.368901,39,2,3,1,1,47,2,1,2,1
2020-04-29 07:00:00+00,-1.44675,53.368737,52,2,3,1,2,47,2,1,2,1
2020-04-29 07:00:00+00,-1.50403,53.370347,48,2,5,1,1,47,2,1,2,1
2020-04-29 08:00:00+00,-1.479671,53.391158,55,2,4,1,1,47,2,1,2,1
2020-04-29 09:00:00+00,-1.479327,53.446618,33,2,2,1,2,47,2,2,2,1
2020-04-29 10:00:00+00,-1.490629,53.380685,47,2,3,1,2,47,2,1,2,1
2020-04-29 10:00:00+00,-1.445181,53.382397,69,2,5,1,1,47,2,1,1,1
2020-04-29 10:00:00+00,-1.451781,53.37769,62,2,5,1,1,47,2,1,2,1
2020-04-29 10:00:00+00,-1.480539,53.420248,24,2,4,1,1,47,2,1,1,1
2020-04-29 10:00:00+00,-1.479918,53.495628,30,2,3,1,2,47,2,2,1,1
2020-04-29 10:00:00+00,-1.47953,53.424838,71,2,4,1,1,47,2,1,1,2
2020-04-29 11:00:00+00,-1.442312,53.3802,71,2,5,1,2,47,2,1,1,1
2020-04-29 11:00:00+00,-1.482849,53.385218,32,2,4,1,1,47,2,1,2,1
2020-04-29 11:00:00+00,-1.479674,53.374608,65,2,4,1,1,47,2,2,1,1
2020-04-29 11:00:00+00,-1.479735,53.429198,51,2,1,1,1,47,2,2,1,1
2020-04-29 12:00:00+00,-1.47865,53.388791,24,2,2,1,1,47,2,1,2,1
2020-04-29 12:00:00+00,-1.44571,53.389816,55,2,2,1,2,47,2,2,1,1
2020-04-29 14:00:00+00,-1.50472,53.374397,54,2,5,1,2,47,2,1,1,1
2020-04-29 14:00:00+00,-1.481017,53.442568,28,2,1,1,2,47,2,1,2,1
2020-04-29 15:00:00+00,-1.513099,53.379962,23,2,3,1,2,47,2,1,1,1
2020-04-29 16:00:00+00,-1.460174,53.374775,84,2,1,1,2,47,2,1,2,1
2020-04-29 16:00:00+00,-1.468651,53.392367,44,2,2,1,2,47,2,1,1,1
2020-04-29 16:00:00+00,-1.479818,53.517228,77,2,1,1,1,47,2,1,2,1
2020-04-29 17:00:00+00,-1.435407,53.392061,47,2,1,1,1,47,2,1,1,2
2020-04-29 17:00:00+00,-1.50198,53.380367,44,2,5,1,1,47,2,1,2,1
2020-04-29 17:00:00+00,-1.480727,53.430928,30,2,3,1,2,47,2,1,1,2
2020-04-29 18:00:00+00,-1.500231,53.382412,41,2,5,1,1,47,2,1,2,1
2020-04-29 18:00:00+00,-1.480101,53.482218,28,2,1,1,1,47,2,1,1,1
2020-04-29 19:00:00+00,-1.46115,53.386344,85,2,5,1,1,47,2,2,1,1
2020-04-29 20:00:00+00,-1.480289,53.508678,53,2,3,1,2,47,2,1,2,1
2020-04-29 20:00:00+00,-1.503151,53.374155,34,2,3,1,1,47,2,1,2,1
2020-04-29 21:00:00+00,-1.443691,53.376687,24,2,1,1,2,47,2,1,1,1
2020-04-29 22:00:00+00,-1.496884,53.390425,60,2,2,1,2,47,2,1,2,1
2020-04-29 22:00:00+00,-1.468677,53.37209,35,2,5,1,1,47,2,1,1,1
2020-04-29 23:00:00+00,-1.475701,53.387209,31,2,1,1,1,47,2,1,2,1
2020-04-29 23:00:00+00,-1.480549,53.432118,64,2,3,1,2,47,2,1,2,2
2020-04-29 23:00:00+00,-1.480847,53.442698,18,2,5,1,1,47,2,1,2,1
2020-04-29 23:00:00+00,-1.445638,53.390984,36,2,3,1,2,47,2,1,1,1
2020-04-29 09:00:00+00,-1.480416,53.419958,48,2,2,2,1,47,2,1,2,1
2020-04-29 09:00:00+00,-1.475593,53.380079,65,2,1,2,1,47,2,1,2,1
2020-04-29 10:00:00+00,-1.481041,53.481668,43,2,5,2,1,47,2,1,1,1
2020-04-29 12:00:00+00,-1.479967,53.435278,30,2,2,2,2,47,2,1,1,1
2020-04-29 15:00:00+00,-1.479046,53.462848,20,2,3,2,1,47,2,1,1,1
2020-04-29 15:00:00+00,-1.480118,53.485548,59,2,2,2,2,47,2,1,2,1
2020-04-29 16:00:00+00,-1.480871,53.499568,58,2,2,2,1,47,2,1,2,1
2020-04-29 16:00:00+00,-1.480129,53.375498,67,2,4,2,2,47,2,1,1,1
2020-04-29 17:00:00+00,-1.480257,53.480818,56,2,5,2,1,47,2,1,2,1
2020-04-29 17:00:00+00,-1.475657,53.396969,55,2,3,2,2,47,2,1,2,1
2020-04-29 10:00:00+00,-1.480827,53.436748,37,2,5,3,2,47,2,2,2,1
2020-04-29 10:00:00+00,-1.480401,53.475408,64,2,3,3,1,47,2,1,2,1
2020-04-29 12:00:00+00,-1.479472,53.488928,52,2,4,3,2,47,2,1,2,1
2020-04-29 13:00:00+00,-1.480039,53.488548,30,2,4,3,1,47,2,1,1,1
2020-04-29 13:00:00+00,-1.475471,53.408009,27,2,3,3,2,47,2,1,1,1
2020-04-29 14:00:00+00,-1.475867,53.386679,33,2,3,3,2,47,2,1,2,1
2020-04-29 16:00:00+00,-1.479989,53.420978,50,2,5,3,1,47,2,1,2,1
2020-04-29 00:00:00+00,-1.480329,53.453528,61,2,2,1,1,48,2,1,2,1
2020-04-29 01:00:00+00,-1.475812,53.420479,24,2,2,1,1,48,2,1,2,2
2020-04-29 01:00:00+00,-1.50403,53.370347,64,2,4,1,2,48,2,1,1,1
2020-04-29 03:00:00+00,-1.475671,53.436449,41,2,2,1,2,48,2,1,2,1
2020-04-29 03:00:00+00,-1.479354,53.459588,62,2,4,1,2,48,2,1,1,1
2020-04-29 03:00:00+00,-1.480719,53.37725,19,2,4,1,1,48,2,1,2,2
2020-04-29 03:00:00+00,-1.466422,53.369465,17,2,5,1,1,48,2,1,1,2
2020-04-29 04:00:00+00,-1.513914,53.371852,34,2,2,1,2,48,2,1,1,1
2020-04-29 06:00:00+00,-1.479934,53.490838,66,2,3,1,2,48,2,1,2,1
2020-04-29 06:00:00+00,-1.48006,53.37418,29,2,5,1,1,48,2,1,2,1
2020-04-29 06:00:00+00,-1.512885,53.370011,80,2,1,1,1,48,2,1,2,1
2020-04-29 08:00:00+00,-1.472742,53.388334,55,2,1,1,1,48,2,1,2,1
2020-04-29 08:00:00+00,-1.477301,53.38218,40,2,2,1,2,48,2,1,2,2
2020-04-29 08:00:00+00,-1.47945,53.379938,16,2,2,1,2,48,2,1,2,2
2020-04-29 08:00:00+00,-1.480601,53.494818,27,2,1,1,1,48,2,1,2,1
2020-04-29 08:00:00+00,-1.4799,53.466398,22,2,1,1,2,48,2,1,2,1
2020-04-29 10:00:00+00,-1.480743,53.416228,63,2,5,1,2,48,2,1,2,1
2020-04-29 11:00:00+00,-1.466813,53.376536,28,2,1,1,2,48,2,1,1,1
2020-04-29 11:00:00+00,-1.491492,53.385196,62,2,1,1,1,48,2,1,1,1
2020-04-29 11:00:00+00,-1.480105,53.418878,51,2,5,1,2,48,2,1,1,1
2020-04-29 11:00:00+00,-1.480457,53.508088,79,2,5,1,1,48,2,1,1,2
2020-04-29 11:00:00+00,-1.479102,53.476108,70,2,3,1,1,48,2,1,2,1
2020-04-29 12:00:00+00,-1.480597,53.393278,39,2,3,1,2,48,2,1,2,1
2020-04-29 12:00:00+00,-1.479322,53.433558,55,2,3,1,1,48,2,1,1,1
2020-04-29 13:00:00+00,-1.438388,53.385803,43,2,4,1,2,48,2,1,1,1
2020-04-29 13:00:00+00,-1.436324,53.376548,23,2,1,1,2,48,2,1,1,1
2020-04-29 13:00:00+00,-1.480678,53.484898,62,2,4,1,2,48,2,1,2,1
2020-04-29 13:00:00+00,-1.479337,53.449428,65,2,5,1,1,48,2,1,1,1
2020-04-29 14:00:00+00,-1.484643,53.386716,81,2,5,1,2,48,2,1,1,1
2020-04-29 14:00:00+00,-1.513469,53.371933,24,2,1,1,2,48,2,1,2,1
2020-04-29 14:00:00+00,-1.486431,53.379926,18,2,4,1,2,48,2,1,1,1
2020-04-29 14:00:00+00,-1.479154,53.383908,85,2,1,1,2,48,2,2,1,1
2020-04-29 15:00:00+00,-1.480596,53.483498,75,2,5,1,2,48,2,1,2,1
2020-04-29 16:00:00+00,-1.451714,53.376865,21,2,4,1,2,48,2,1,1,1
2020-04-29 16:00:00+00,-1.479445,53.445648,26,2,2,1,1,48,2,1,2,1
2020-04-29 17:00:00+00,-1.490151,53.36931,20,2,4,1,1,48,2,1,2,1
2020-04-29 17:00:00+00,-1.480809,53.385408,19,2,3,1,2,48,2,1,2,1
2020-04-29 18:00:00+00,-1.477132,53.388348,55,2,4,1,1,48,2,1,1,1
2020-04-29 18:00:00+00,-1.480244,53.450918,66,2,3,1,2,48,2,1,2,1
2020-04-29 19:00:00+00,-1.480422,53.394528,85,2,3,1,2,48,2,1,1,1
2020-04-29 20:00:00+00,-1.480847,53.442698,22,2,3,1,2,48,2,1,1,1
2020-04-29 21:00:00+00,-1.452403,53.388868,53,2,5,1,1,48,2,1,2,1
2020-04-29 22:00:00+00,-1.48006,53.37418,39,2,1,1,1,48,2,1,1,1
2020-04-29 23:00:00+00,-1.452403,53.388868,38,2,4,1,2,48,2,1,2,2
2020-04-29 23:00:00+00,-1.510583,53.368896,47,2,1,1,1,48,2,1,1,1
2020-04-29 09:00:00+00,-1.479854,53.379058,23,2,5,2,1,48,2,1,1,1
2020-04-29 10:00:00+00,-1.480325,53.459668,83,2,1,2,1,48,2,1,2,1
2020-04-29 11:00:00+00,-1.48089,53.398178,22,2,1,2,1,48,2,1,2,1
2020-04-29 12:00:00+00,-1.479375,53.516758,65,2,2,2,1,48,2,1,2,1
2020-04-29 12:00:00+00,-1.479091,53.471428,57,2,5,2,2,48,2,1,1,1
2020-04-29 13:00:00+00,-1.48019,53.405588,26,2,4,2,1,48,2,1,1,1
2020-04-29 13:00:00+00,-1.479039,53.441008,48,2,5,2,2,48,2,1,1,1
2020-04-29 13:00:00+00,-1.480781,53.375758,50,2,5,2,2,48,2,1,2,1
2020-04-29 16:00:00+00,-1.480354,53.388838,62,2,2,2,1,48,2,1,1,1
2020-04-29 17:00:00+00,-1.479573,53.446098,53,2,1,2,2,48,2,1,1,1
2020-04-29 17:00:00+00,-1.480759,53.396598,25,2,3,2,1,48,2,1,2,1
2020-04-29 17:00:00+00,-1.475036,53.419409,47,2,4,2,2,48,2,1,2,1
2020-04-29 17:00:00+00,-1.474993,53.388959,19,2,4,2,1,48,2,1,1,2
2020-04-29 17:00:00+00,-1.475597,53.425819,38,2,1,2,2,48,2,1,2,1
2020-04-29 10:00:00+00,-1.480787,53.484378,82,2,2,3,2,48,2,1,1,1
2020-04-29 12:00:00+00,-1.480879,53.478018,55,2,3,3,2,48,2,1,1,1
2020-04-29 13:00:00+00,-1.48067,53.383798,57,2,3,3,1,48,2,1,2,1
2020-04-29 14:00:00+00,-1.475805,53.408599,48,2,3,3,2,48,2,2,1,1
2020-04-29 14:00:00+00,-1.475871,53.396709,53,2,5,3,2,48,2,1,2,1
2020-04-29 16:00:00+00,-1.475153,53.426419,46,2,1,3,1,48,2,1,1,1
2020-04-29 01:00:00+00,-1.475714,53.442369,65,2,1,1,2,49,2,1,1,1
2020-04-29 01:00:00+00,-1.47937,53.442858,37,2,3,1,1,49,2,1,1,1
2020-04-29 01:00:00+00,-1.473059,53.388563,34,2,2,1,1,49,2,1,2,1
2020-04-29 02:00:00+00,-1.480498,53.452948,43,2,3,1,2,49,2,1,2,1
2020-04-29 02:00:00+00,-1.439163,53.368516,19,2,5,1,1,49,2,1,2,1
2020-04-29 04:00:00+00,-1.514342,53.372515,34,2,3,1,2,49,2,1,2,1
2020-04-29 05:00:00+00,-1.480478,53.474608,22,2,2,1,1,49,2,1,1,1
2020-04-29 05:00:00+00,-1.479827,53.427568,36,2,2,1,1,49,2,1,2,1
2020-04-29 05:00:00+00,-1.479905,53.384198,43,2,2,1,1,49,2,1,2,1
2020-04-29 05:00:00+00,-1.475495,53.385898,64,2,5,1,1,49,2,1,1,1
2020-04-29 06:00:00+00,-1.481027,53.506518,65,2,3,1,1,49,2,1,1,2
2020-04-29 07:00:00+00,-1.479439,53.500458,25,2,5,1,2,49,2,1,1,1
2020-04-29 07:00:00+00,-1.47749,53.390988,39,2,3,1,2,49,2,2,2,1
2020-04-29 07:00:00+00,-1.447237,53.376069,24,2,2,1,2,49,2,1,2,1
2020-04-29 09:00:00+00,-1.45772,53.38362,56,2,5,1,1,49,2,1,1,2
2020-04-29 10:00:00+00,-1.480418,53.511588,51,2,1,1,1,49,2,1,2,1
2020-04-29 12:00:00+00,-1.461772,53.391877,47,2,4,1,2,49,2,1,1,1
2020-04-29 12:00:00+00,-1.465302,53.381261,73,2,1,1,1,49,2,2,1,1
2020-04-29 12:00:00+00,-1.479621,53.484958,77,2,3,1,1,49,2,1,2,1
2020-04-29 13:00:00+00,-1.479738,53.407408,51,2,5,1,2,49,2,1,1,1
2020-04-29 14:00:00+00,-1.479485,53.434938,51,2,5,1,2,49,2,1,1,1
2020-04-29 14:00:00+00,-1.480923,53.508078,40,2,1,1,2,49,2,1,1,2
2020-04-29 15:00:00+00,-1.503814,53.368222,36,2,5,1,2,49,2,1,2,1
2020-04-29 15:00:00+00,-1.45512,53.374688,16,2,1,1,1,49,2,1,1,1
2020-04-29 15:00:00+00,-1.455065,53.387456,59,2,4,1,2,49,2,1,2,1
2020-04-29 15:00:00+00,-1.502374,53.376704,23,2,1,1,2,49,2,2,1,1
2020-04-29 15:00:00+00,-1.480134,53.491448,43,2,3,1,1,49,2,2,2,1
2020-04-29 15:00:00+00,-1.480541,53.409778,54,2,2,1,1,49,2,1,2,1
2020-04-29 16:00:00+00,-1.50217,53.386753,60,2,3,1,2,49,2,1,2,1
2020-04-29 16:00:00+00,-1.480761,53.461108,21,2,3,1,1,49,2,2,2,1
2020-04-29 16:00:00+00,-1.479173,53.450898,34,2,5,1,1,49,2,1,2,1
2020-04-29 17:00:00+00,-1.479948,53.378028,61,2,5,1,1,49,2,1,2,1
2020-04-29 17:00:00+00,-1.480202,53.499658,23,2,3,1,1,49,2,1,2,1
2020-04-29 17:00:00+00,-1.480008,53.412198,18,2,4,1,1,49,2,1,2,1
2020-04-29 18:00:00+00,-1.479689,53.443678,41,2,2,1,1,49,2,1,2,1
2020-04-29 20:00:00+00,-1.48089,53.461608,37,2,1,1,2,49,2,1,1,1
2020-04-29 20:00:00+00,-1.481893,53.373286,24,2,5,1,2,49,2,1,2,1
2020-04-29 20:00:00+00,-1.451243,53.382598,38,2,3,1,2,49,2,1,1,1
2020-04-29 21:00:00+00,-1.45415,53.392151,39,2,4,1,1,49,2,1,2,1
2020-04-29 22:00:00+00,-1.474925,53.404139,30,2,4,1,1,49,2,2,2,1
2020-04-29 22:00:00+00,-1.480289,53.508678,21,2,4,1,1,49,2,1,1,1
2020-04-29 22:00:00+00,-1.475149,53.372235,44,2,3,1,1,49,2,1,2,1
2020-04-29 23:00:00+00,-1.500906,53.378919,62,2,4,1,2,49,2,1,1,1
2020-04-29 09:00:00+00,-1.479506,53.465998,40,2,1,2,1,49,2,1,1,1
2020-04-29 11:00:00+00,-1.475454,53.422409,17,2,3,2,2,49,2,1,1,1
2020-04-29 11:00:00+00,-1.475213,53.380919,48,2,1,2,1,49,2,1,1,2
2020-04-29 13:00:00+00,-1.474939,53.379609,25,2,4,2,1,49,2,1,2,1
2020-04-29 14:00:00+00,-1.480545,53.415858,57,2,2,2,2,49,2,1,2,1
2020-04-29 14:00:00+00,-1.479052,53.438788,18,2,3,2,2,49,2,1,2,1
2020-04-29 14:00:00+00,-1.479433,53.469918,37,2,1,2,1,49,2,2,2,1
2020-04-29 15:00:00+00,-1.479769,53.518088,19,2,5,2,1,49,2,1,1,1
2020-04-29 15:00:00+00,-1.479912,53.393608,50,2,5,2,1,49,2,1,1,1
2020-04-29 16:00:00+00,-1.479546,53.419728,57,2,4,2,2,49,2,1,1,1
2020-04-29 17:00:00+00,-1.479532,53.448788,67,2,2,2,2,49,2,1,2,1
2020-04-29 17:00:00+00,-1.480726,53.421698,45,2,2,2,2,49,2,1,2,1
2020-04-29 10:00:00+00,-1.475714,53.419349,24,2,2,3,1,49,2,1,1,1
2020-04-29 11:00:00+00,-1.48102,53.397958,41,2,5,3,2,49,2,1,2,1
2020-04-29 11:00:00+00,-1.475215,53.438269,30,2,1,3,2,49,2,1,1,1
2020-04-29 15:00:00+00,-1.475689,53.438209,30,2,2,3,1,49,2,1,1,1
2020-04-29 15:00:00+00,-1.475672,53.397579,40,2,3,3,2,49,2,2,2,1
2020-04-29 16:00:00+00,-1.479371,53.427218,51,2,3,3,1,49,2,1,1,1
2020-04-29 00:00:00+00,-1.484512,53.379781,18,2,3,1,1,50,2,1,2,1
2020-04-29 01:00:00+00,-1.480409,53.509068,65,2,3,1,1,50,2,1,1,2
2020-04-29 01:00:00+00,-1.479905,53.384198,42,2,5,1,1,50,2,1,2,1
2020-04-29 01:00:00+00,-1.477521,53.383509,46,2,4,1,1,50,2,1,1,1
2020-04-29 01:00:00+00,-1.474075,53.383338,63,2,3,1,2,50,2,1,1,2
2020-04-29 02:00:00+00,-1.475241,53.412619,36,2,1,1,2,50,2,1,1,1
2020-04-29 02:00:00+00,-1.48113,53.392319,40,2,1,1,2,50,2,1,2,1
2020-04-29 03:00:00+00,-1.473059,53.388563,62,2,2,1,1,50,2,1,1,1
2020-04-29 03:00:00+00,-1.439415,53.377359,45,2,5,1,1,50,2,2,1,1
2020-04-29 03:00:00+00,-1.486214,53.375792,60,2,5,1,2,50,2,1,2,1
2020-04-29 04:00:00+00,-1.475714,53.442369,37,2,2,1,2,50,2,1,2,1
2020-04-29 04:00:00+00,-1.436527,53.375914,54,2,4,1,2,50,2,1,1,1
2020-04-29 05:00:00+00,-1.478703,53.376147,60,2,2,1,1,50,2,1,1,1
2020-04-29 06:00:00+00,-1.475613,53.410269,71,2,5,1,2,50,2,1,2,1
2020-04-29 06:00:00+00,-1.479965,53.392248,52,2,4,1,2,50,2,2,1,1
2020-04-29 06:00:00+00,-1.478703,53.376147,57,2,3,1,1,50,2,1,1,2
2020-04-29 06:00:00+00,-1.461402,53.392275,41,2,1,1,1,50,2,1,2,1
2020-04-29 08:00:00+00,-1.480041,53.518088,42,2,5,1,2,50,2,1,2,1
2020-04-29 10:00:00+00,-1.496272,53.380071,31,2,5,1,1,50,2,1,1,1
2020-04-29 10:00:00+00,-1.48008,53.458258,24,2,1,1,1,50,2,1,2,1
2020-04-29 11:00:00+00,-1.475143,53.388344,51,2,1,1,1,50,2,1,2,1
2020-04-29 11:00:00+00,-1.480618,53.484658,33,2,3,1,1,50,2,2,2,1
2020-04-29 13:00:00+00,-1.479415,53.511768,46,2,4,1,2,50,2,1,2,1
2020-04-29 13:00:00+00,-1.480175,53.373898,24,2,4,1,1,50,2,1,1,2
2020-04-29 14:00:00+00,-1.479816,53.448648,63,2,3,1,2,50,2,1,2,1
2020-04-29 15:00:00+00,-1.455583,53.385293,66,2,4,1,2,50,2,1,1,1
2020-04-29 15:00:00+00,-1.508027,53.382235,81,2,2,1,2,50,2,1,2,1
2020-04-29 15:00:00+00,-1.479962,53.408188,57,2,4,1,2,50,2,1,2,1
2020-04-29 17:00:00+00,-1.466164,53.381075,27,2,1,1,2,50,2,2,1,1
2020-04-29 17:00:00+00,-1.497432,53.391443,52,2,3,1,1,50,2,1,2,1
2020-04-29 17:00:00+00,-1.442096,53.386172,38,2,3,1,1,50,2,1,2,2
2020-04-29 18:00:00+00,-1.461577,53.380058,72,2,1,1,1,50,2,1,1,1
2020-04-29 18:00:00+00,-1.480289,53.405538,25,2,5,1,1,50,2,1,1,1
2020-04-29 20:00:00+00,-1.475034,53.385019,81,2,1,1,1,50,2,1,2,1
2020-04-29 20:00:00+00,-1.480495,53.486578,28,2,4,1,2,50,2,2,2,1
2020-04-29 20:00:00+00,-1.478639,53.384244,21,2,4,1,1,50,2,1,2,1
2020-04-29 21:00:00+00,-1.475093,53.414119,17,2,3,1,2,50,2,1,2,1
2020-04-29 21:00:00+00,-1.474822,53.408029,41,2,4,1,1,50,2,1,2,1
2020-04-29 21:00:00+00,-1.463514,53.369618,27,2,4,1,1,50,2,1,1,1
2020-04-29 22:00:00+00,-1.480774,53.470178,47,2,5,1,1,50,2,1,1,1
2020-04-29 22:00:00+00,-1.464681,53.37282,48,2,4,1,1,50,2,1,1,1
2020-04-29 23:00:00+00,-1.506338,53.376934,62,2,2,1,1,50,2,2,2,1
2020-04-29 23:00:00+00,-1.486945,53.369542,26,2,3,1,1,50,2,1,1,1
2020-04-29 09:00:00+00,-1.4809,53.453498,23,2,3,2,1,50,2,2,2,1
2020-04-29 09:00:00+00,-1.48025,53.447568,35,2,4,2,1,50,2,1,1,1
2020-04-29 09:00:00+00,-1.480696,53.409398,33,2,2,2,1,50,2,1,2,1
2020-04-29 11:00:00+00,-1.475441,53.400759,58,2,3,2,2,50,2,1,1,1
2020-04-29 12:00:00+00,-1.474841,53.415909,78,2,2,2,2,50,2,1,2,2
2020-04-29 13:00:00+00,-1.480409,53.449358,70,2,5,2,1,50,2,1,1,1
2020-04-29 13:00:00+00,-1.475044,53.402629,65,2,2,2,1,50,2,1,2,1
2020-04-29 15:00:00+00,-1.475617,53.381909,54,2,2,2,1,50,2,1,2,1
2020-04-29 16:00:00+00,-1.479475,53.444718,69,2,2,2,1,50,2,1,2,1
2020-04-29 16:00:00+00,-1.47942,53.497158,70,2,3,3,2,50,2,1,1,2
2020-04-29 00:00:00+00,-1.479439,53.500458,48,2,1,1,2,51,2,2,2,1
2020-04-29 01:00:00+00,-1.463514,53.369618,20,2,4,1,1,51,2,1,1,2
2020-04-29 02:00:00+00,-1.514755,53.370099,57,2,5,1,2,51,2,1,2,1
2020-04-29 03:00:00+00,-1.51537,53.384824,43,2,3,1,1,51,2,1,2,1
2020-04-29 04:00:00+00,-1.479565,53.411638,54,2,3,1,2,51,2,1,1,2
2020-04-29 04:00:00+00,-1.47989,53.435958,83,2,3,1,2,51,2,1,1,1
2020-04-29 04:00:00+00,-1.50362,53.37895,44,2,2,1,2,51,2,2,2,2
2020-04-29 05:00:00+00,-1.47925,53.406158,40,2,1,1,1,51,2,1,2,1
2020-04-29 06:00:00+00,-1.50403,53.370347,46,2,2,1,1,51,2,1,1,1
2020-04-29 07:00:00+00,-1.484554,53.384112,60,2,1,1,1,51,2,1,1,1
2020-04-29 07:00:00+00,-1.446473,53.381132,20,2,5,1,1,51,2,2,1,1
2020-04-29 08:00:00+00,-1.474455,53.380736,70,2,4,1,1,51,2,1,2,1
2020-04-29 08:00:00+00,-1.480261,53.451598,60,2,3,1,2,51,2,1,2,2
2020-04-29 09:00:00+00,-1.480185,53.401808,64,2,4,1,2,51,2,1,2,1
2020-04-29 10:00:00+00,-1.47101,53.371995,56,2,4,1,1,51,2,1,2,1
2020-04-29 11:00:00+00,-1.515325,53.37356,64,2,1,1,2,51,2,1,2,1
2020-04-29 11:00:00+00,-1.480846,53.446688,54,2,4,1,1,51,2,1,1,1
2020-04-29 11:00:00+00,-1.479099,53.380988,66,2,2,1,1,51,2,1,2,1
2020-04-29 12:00:00+00,-1.479082,53.377318,40,2,5,1,1,51,2,1,2,2
2020-04-29 12:00:00+00,-1.480081,53.448828,50,2,1,1,2,51,2,1,2,1
2020-04-29 14:00:00+00,-1.515511,53.367768,61,2,1,1,2,51,2,1,1,1
2020-04-29 14:00:00+00,-1.479178,53.382458,36,2,1,1,2,51,2,1,1,2
2020-04-29 14:00:00+00,-1.479595,53.405128,26,2,3,1,1,51,2,1,2,1
2020-04-29 15:00:00+00,-1.509337,53.383664,82,2,2,1,2,51,2,1,1,1
2020-04-29 16:00:00+00,-1.480772,53.386219,69,2,4,1,1,51,2,1,2,1
2020-04-29 16:00:00+00,-1.474304,53.384404,84,2,1,1,1,51,2,1,1,1
2020-04-29 18:00:00+00,-1.443499,53.373619,42,2,1,1,1,51,2,1,2,1
2020-04-29 18:00:00+00,-1.479153,53.383488,55,2,1,1,2,51,2,1,2,2
2020-04-29 19:00:00+00,-1.451479,53.370596,49,2,3,1,1,51,2,1,2,1
2020-04-29 19:00:00+00,-1.515447,53.382807,59,2,4,1,2,51,2,2,2,1
2020-04-29 19:00:00+00,-1.480573,53.395078,25,2,2,1,2,51,2,2,2,1
2020-04-29 19:00:00+00,-1.48001,53.478878,49,2,5,1,1,51,2,1,1,2
2020-04-29 21:00:00+00,-1.478602,53.38661,62,2,1,1,1,51,2,1,1,1
2020-04-29 21:00:00+00,-1.446283,53.386594,24,2,2,1,1,51,2,2,2,1
2020-04-29 23:00:00+00,-1.480302,53.451548,17,2,3,1,1,51,2,1,1,1
2020-04-29 23:00:00+00,-1.464657,53.383508,52,2,1,1,1,51,2,1,1,1
2020-04-29 10:00:00+00,-1.479602,53.433458,81,2,5,2,2,51,2,1,2,1
2020-04-29 10:00:00+00,-1.475508,53.409859,51,2,1,2,2,51,2,1,1,1
2020-04-29 11:00:00+00,-1.480168,53.414818,51,2,2,2,2,51,2,1,1,1
2020-04-29 12:00:00+00,-1.479046,53.436798,18,2,3,2,2,51,2,1,1,2
2020-04-29 14:00:00+00,-1.479666,53.381098,61,2,2,2,1,51,2,1,2,1
2020-04-29 14:00:00+00,-1.48043,53.384538,20,2,2,2,1,51,2,1,1,1
2020-04-29 16:00:00+00,-1.480103,53.467008,77,2,1,2,1,51,2,1,2,1
2020-04-29 10:00:00+00,-1.4748,53.377809,78,2,2,3,2,51,2,1,1,1
2020-04-29 11:00:00+00,-1.479822,53.392388,66,2,1,3,2,51,2,1,2,1
2020-04-29 13:00:00+00,-1.479795,53.408028,32,2,3,3,2,51,2,1,2,1
2020-04-29 00:00:00+00,-1.463514,53.369618,39,2,4,1,1,52,2,1,1,1
2020-04-29 00:00:00+00,-1.45199,53.372528,41,2,5,1,1,52,2,1,1,1
2020-04-29 01:00:00+00,-1.475497,53.404509,20,2,4,1,1,52,2,2,2,1
2020-04-29 02:00:00+00,-1.508104,53.380593,62,2,3,1,1,52,2,1,1,1
